"cv_0","pa","lon","lat","PC1","PC2","PC3","PC4","PC5"
3,0,-48.3124999996667,-22.2541666665401,-0.322320997714996,-0.0229840930551291,-0.162698939442635,1.07165586948395,0.826360464096069
4,0,-48.845833333,-11.3208333331657,0.831091344356537,-1.87819647789001,-0.819575607776642,0.881853878498077,0.556981861591339
3,0,-52.920833333,-12.9041666665049,0.512649953365326,-1.82602632045746,-0.836273193359375,1.34587287902832,0.312529742717743
1,0,-46.445833333,-14.779166666512,-0.203875929117203,-1.14659297466278,-1.34609484672546,0.691224038600922,0.482282042503357
2,0,-55.8124999996667,-15.7124999998488,0.585412561893463,-1.37462902069092,0.0160110648721457,0.997291803359985,1.20330262184143
1,0,-46.0124999996667,-22.7791666665421,-0.646074593067169,2.53887224197388,-0.174589544534683,2.40082812309265,0.45233753323555
3,0,-48.6041666663333,-13.0624999998389,0.542931139469147,-2.02047538757324,-0.925012171268463,0.803848385810852,0.539157271385193
1,0,-52.195833333,-14.4874999998442,0.262069404125214,-1.90455996990204,-0.517322361469269,1.17453300952911,0.46509176492691
1,0,-54.4291666663333,-15.0791666665131,0.506785571575165,-0.609622061252594,-0.594945549964905,2.65378141403198,0.640576720237732
1,0,-47.2874999996667,-14.4958333331776,0.330693036317825,-1.75040006637573,-0.966271281242371,0.551801741123199,0.726372420787811
1,0,-41.2874999996667,-19.8208333331976,-0.264796286821365,0.138052701950073,-0.31134769320488,0.287002831697464,0.917533040046692
2,0,-49.1041666663333,-12.0708333331685,0.898931741714478,-2.10675692558289,-0.846270442008972,0.955254971981049,0.473501145839691
2,0,-41.3791666663333,-19.2624999998622,-0.3525151014328,0.435700327157974,-0.559867739677429,0.37353304028511,0.884704768657684
3,0,-51.120833333,-13.1624999998392,0.898979425430298,-2.32561659812927,-0.749306619167328,0.923673927783966,0.471347689628601
3,0,-55.0791666663333,-14.2708333331767,0.767330050468445,-1.1708220243454,-0.817701995372772,1.86424708366394,0.873203337192535
2,0,-53.670833333,-14.7291666665118,0.676503658294678,-0.725218832492828,-0.545617163181305,2.94928383827209,0.603934586048126
2,0,-45.245833333,-15.8708333331828,-0.799812972545624,-2.00509643554688,-0.893888235092163,0.911986589431763,0.33575177192688
2,0,-47.670833333,-12.9374999998384,0.340931534767151,-2.31157398223877,-0.895186901092529,0.627270519733429,0.584986448287964
1,0,-53.6291666663333,-16.3458333331846,0.190869018435478,-0.806932687759399,-0.394007802009583,2.14601278305054,0.546577215194702
3,0,-46.4291666663333,-23.0708333332099,-0.373834282159805,1.43415880203247,-0.410427212715149,0.885967791080475,0.89546263217926
2,0,-41.3124999996667,-18.3458333331921,-0.247719809412956,-0.554944336414337,-0.446557223796844,0.0257656164467335,0.99163019657135
3,0,-42.370833333,-15.7124999998488,-1.3028701543808,-1.11925446987152,-1.38517642021179,0.453607469797134,0.806260108947754
3,0,-45.8624999996667,-12.7041666665042,0.0486585311591625,-2.11440372467041,-1.37110912799835,-0.0380148068070412,0.0568141676485538
2,0,-48.0041666663333,-13.454166666507,0.498338788747787,-1.79980909824371,-1.06021106243134,0.707726359367371,0.6238072514534
1,0,-55.770833333,-15.6124999998485,0.607931315898895,-1.33051407337189,-0.0237082857638597,1.09403622150421,1.25991547107697
3,0,-54.1624999996667,-16.0041666665166,0.318161457777023,-0.942817091941833,-0.348393499851227,1.95876467227936,0.740712344646454
3,0,-48.4874999996667,-18.0374999998576,0.128779545426369,-0.922353327274323,-0.848771154880524,1.51734960079193,0.782988786697388
1,0,-53.9624999996667,-15.9041666665162,0.300776124000549,-0.880523264408112,-0.387624561786652,2.23921680450439,0.681164383888245
1,0,-43.4041666663333,-16.1458333331838,-0.888036251068115,-1.81039869785309,-1.21299934387207,0.658621728420258,0.797574937343597
4,0,-50.1124999996667,-15.8791666665161,0.658155262470245,-1.11462140083313,-0.992613136768341,0.760261297225952,0.521606624126434
1,0,-52.595833333,-18.137499999858,0.421844124794006,-0.384278357028961,-0.477096855640411,1.50519299507141,0.516493439674377
1,0,-44.645833333,-15.1624999998468,-0.747654438018799,-1.89344608783722,-1.33389568328857,0.658752501010895,0.336800128221512
